id,tipus,font,nom,municipi,sstt,ssttNou,enquesta,grups,pDepartament,pAltres,pTotal,e75paret,e75rodes,e65paret,e65rodes,eTotal,a75paret,a75rodes,a65paret,a65rodes,aTotal,apTotal,srFixes,srRodes,srTotal,asm,mad,public,maleta,max
"08013184",INS,Centre públic Dep. i CEB,Institut Bernat Metge,Barcelona,CEB,CEB,1,16,0,0,0,0,1,10,0,11,0,1,10,0,11,11,10,1,11,0,0,1,1,0
"08013196",INS,Centre públic Dep. i CEB,Institut Milà i Fontanals,Barcelona,CEB,CEB,1,24,1,0,1,19,0,0,0,19,19,0,0,0,19,20,0,0,0,1,1,1,1,0
"08013202",INS,Centre públic Dep. i CEB,Institut Montserrat,Barcelona,CEB,CEB,1,28,0,0,0,0,26,0,0,26,0,26,0,0,26,26,0,26,26,0,0,1,1,0
"08013214",INS,Centre públic Dep. i CEB,Institut Narcís Monturiol,Barcelona,CEB,CEB,1,16,0,0,0,11,0,0,1,12,11,0,0,1,12,12,0,1,1,0,0,1,1,0
"08013226",INS,Centre públic Dep. i CEB,Institut Menéndez y Pelayo,Barcelona,CEB,CEB,1,33,0,0,0,0,6,0,16,22,0,6,0,16,22,22,0,22,22,0,0,1,1,0
"08013238",INS,Centre públic Dep. i CEB,Institut Verdaguer,Barcelona,CEB,CEB,1,13,0,0,0,10,0,0,0,10,10,0,0,0,10,10,0,0,0,0,0,1,1,0
"08013275",INS,Centre públic Dep. i CEB,Institut Escola del Treball,Barcelona,CEB,CEB,1,51,0,2,2,11,23,0,0,34,11,23,0,0,34,34,11,20,31,2,2,1,1,0
"08013329",INS,Centre públic Dep. i CEB,EA Llotja,Barcelona,CEB,CEB,1,36,0,0,0,8,2,0,0,10,8,2,0,0,10,10,8,2,10,0,0,1,1,0
"08013354",EE,Centre públic Dep. i CEB,CEE Municipal Vil·la Joana,Barcelona,CEB,CEB,1,4,0,0,0,3,1,1,3,8,3,1,0,0,4,4,4,0,4,0,0,1,1,0
"08013366",INS,Centre públic Dep. i CEB,Institut Nou Barris,Barcelona,CEB,CEB,1,21,0,0,0,17,0,0,0,17,17,0,0,0,17,17,2,0,2,0,0,1,1,0
"08013408",ESC,Centre públic Dep. i CEB,Escola Barcelona,Barcelona,CEB,CEB,1,19,5,0,5,19,0,0,0,19,14,0,0,0,14,19,14,0,14,5,5,1,1,0
"08013411",ESC,Centre públic Dep. i CEB,Escola Poble-sec,Barcelona,CEB,CEB,1,18,4,0,4,14,3,0,0,17,14,0,0,0,14,18,6,0,6,4,4,1,1,0
"08013457",ESC,Centre públic Dep. i CEB,Escola Pegaso,Barcelona,CEB,CEB,1,19,1,0,1,14,0,3,1,18,14,0,3,1,18,19,3,0,3,1,1,1,1,0
"08013469",INS,Centre públic Dep. i CEB,Institut Rambla Prim,Barcelona,CEB,CEB,1,10,0,0,0,0,9,0,0,9,0,9,0,0,9,9,0,9,9,0,0,1,1,0
"08013470",INS,Centre públic Dep. i CEB,Institut Barri Besòs,Barcelona,CEB,CEB,1,23,0,0,0,2,2,10,3,17,2,2,10,3,17,17,12,5,17,0,0,1,1,0
"08013585",EE,EE Privats,FEP La Sagrera EE,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0
"08013901",EE,Centre públic Dep. i CEB,CEE La Ginesta,Barcelona,CEB,CEB,1,5,0,1,1,0,0,7,1,8,0,0,5,0,5,5,0,1,1,0,0,1,1,0
"08014012",EE,EE Privats,FEP Mare de Déu de Montserrat EE,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,1,0
"08014051",EE,EE Privats,Estimia,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08014115",INS,Centre públic Dep. i CEB,Institut Ferran Tallada,Barcelona,CEB,CEB,1,29,0,0,0,12,0,0,0,12,12,0,0,0,12,12,12,0,12,0,0,1,1,0
"08014140",EE,EE Privats,Guru,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08014188",INS,Centre públic Dep. i CEB,Institut Josep Serrat i Bonastre,Barcelona,CEB,CEB,1,15,0,0,0,13,1,0,0,14,13,1,0,0,14,14,0,1,1,0,0,1,1,0
"08014206",INS,Centre públic Dep. i CEB,Institut Caterina Albert,Barcelona,CEB,CEB,1,21,1,1,2,0,18,0,0,18,0,18,0,0,18,19,0,18,18,2,2,1,1,0
"08014255",INS,Concertada 30% NESE,Sopeña Barcelona,Barcelona,CEB,CEB,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,1,0
"08014401",FP,Centre públic Dep. i CEB,Institut Mare de Déu de la Mercè,Barcelona,CEB,CEB,1,42,0,0,0,25,3,0,0,28,25,3,0,0,28,28,0,3,3,0,0,1,1,0
"08014449",IE,Concertada 30% NESE,FEP Mare de Déu del Roser,Barcelona,CEB,CEB,0,6,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,1,0
"08014589",ESC,Centre públic Dep. i CEB,Escola Sant Cristòfor,Begues,BLL,BLL,1,19,0,0,0,13,6,0,0,19,13,6,0,0,19,19,13,2,15,0,0,1,1,0
"08014620",ESC,Centre públic Dep. i CEB,Escola Sant Joan,Berga,CCE,CCE,1,13,0,0,0,13,1,0,0,14,13,0,0,0,13,13,5,0,5,0,0,1,1,0
"08014668",ESC,Centre públic Dep. i CEB,Escola de la Valldan,Berga,CCE,CCE,1,9,1,0,1,5,0,0,0,5,5,0,0,0,5,6,5,0,5,1,1,1,1,0
"08014681",ESC,Centre públic Dep. i CEB,Escola Santa Eulàlia,Berga,CCE,CCE,1,18,0,0,0,18,0,0,0,18,18,0,0,0,18,18,18,0,18,0,0,1,1,0
"08014693",INS,Centre públic Dep. i CEB,Institut Guillem de Berguedà,Berga,CCE,CCE,1,34,1,5,6,22,0,0,1,23,22,0,0,1,23,24,0,0,0,6,6,1,1,0
"08014747",ESC,Centre públic Dep. i CEB,Escola El Turó,El Rieral de Bigues (Bigues i Riells),MVO,MVO,1,10,0,0,0,9,2,0,0,11,9,1,0,0,10,10,5,2,7,0,0,1,1,0
"08014796",ESC-ZER,Centre públic Dep. i CEB,Escola de Borredà - ZER Berguedà Centre,Borredà,CCE,CCE,1,2,1,0,1,0,1,0,0,1,0,1,0,0,1,2,0,1,1,1,1,1,0,0
"08014814",ESC,Centre públic Dep. i CEB,Escola El Bruc,El Bruc,CCE,PEN,1,9,0,1,1,9,2,0,0,11,9,0,0,0,9,9,5,2,7,0,0,1,1,0
"08014841",ESC-ZER,Centre públic Dep. i CEB,Escola Les Oliveres - ZER Serra d'Ancosa,Cabrera d'Anoia,CCE,PEN,1,4,1,0,1,0,6,0,0,6,0,3,0,0,3,4,3,0,3,1,1,1,0,0
"08014905",ESC,Centre públic Dep. i CEB,Escola L'Olivera,Cabrils,MVO,MVO,1,16,0,4,4,13,1,0,0,14,13,1,0,0,14,14,0,0,0,2,2,1,1,0
"08014929",ESC,Centre públic Dep. i CEB,Escola Alta Segarra,Calaf,CCE,CCE,1,19,0,0,0,18,0,0,1,19,18,0,0,1,19,19,6,1,7,0,0,1,1,0
"08015004",ESC,Centre públic Dep. i CEB,Escola Sagrada Família,Caldes d'Estrac,MVO,MVO,1,16,1,0,1,11,0,0,0,11,11,0,0,0,11,12,11,0,11,1,1,1,1,0
"08015077",ESC,Centre públic Dep. i CEB,Escola El Farell,Caldes de Montbui,MVO,MVO,1,19,1,0,1,16,2,0,0,18,16,2,0,0,18,19,2,0,2,1,1,1,1,0
"08015107",ESC-ZER,Centre públic Dep. i CEB,Escola Anton Busquets i Punset - ZER El Moianès Ponent,Calders,CCE,CCE,1,7,1,1,2,4,0,0,0,4,4,0,0,0,4,5,2,0,2,2,2,1,0,0
"08015119",ESC,Centre públic Dep. i CEB,Escola La Minerva,Calella,MVO,MVO,1,18,1,0,1,20,0,0,0,20,17,0,0,0,17,18,17,0,17,1,1,1,1,0
"08015144",ESC,Centre públic Dep. i CEB,Escola El Far,Calella,MVO,MVO,1,18,1,7,8,18,0,0,0,18,17,0,0,0,17,18,17,0,17,1,1,1,1,0
"08015171",INS,Centre públic Dep. i CEB,Institut Bisbe Sivilla,Calella,MVO,MVO,1,29,1,0,1,22,0,0,0,22,22,0,0,0,22,23,0,0,0,1,1,1,1,0
"08015193",ESC,Centre públic Dep. i CEB,Escola Sant Marc,Calldetenes,CCE,CCE,1,15,2,0,2,0,0,6,6,12,0,0,6,6,12,14,6,0,6,2,2,1,1,0
"08015201",EE,EE Privats,L'Estel,Vic,CCE,CCE,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0
"08015247",ESC,Centre públic Dep. i CEB,Escola Joventut,Callús,CCE,CCE,1,10,1,0,1,0,0,10,0,10,0,0,9,0,9,10,9,0,9,1,1,1,1,0
"08015259",ESC-ZER,Centre públic Dep. i CEB,Escola L'Alzinar - ZER Baix Montseny,Campins,MVO,MVO,1,3,1,0,1,3,0,0,0,3,2,0,0,0,2,3,2,0,2,1,1,1,0,0
"08015302",ESC,Centre públic Dep. i CEB,Escola Misericòrdia,Canet de Mar,MVO,MVO,1,17,1,0,1,17,0,0,0,17,16,0,0,0,16,17,16,0,16,1,1,1,1,0
"08015351",ESC,Centre públic Dep. i CEB,Escola Jacint Verdaguer,Sanaüja (Canovelles),MVO,MVO,1,13,1,0,1,10,0,0,0,10,10,0,0,0,10,11,3,0,3,1,1,1,1,0
"08015375",ESC,Centre públic Dep. i CEB,Escola l'Estelada,Cànoves (Cànoves i Samalús),MVO,MVO,1,10,1,0,1,8,6,0,0,14,8,1,0,0,9,10,8,1,9,1,1,1,1,0
"08015399",ESC,Centre públic Dep. i CEB,Escola Sant Nicolau,Canyelles,BCO,PEN,1,18,1,0,1,18,0,0,0,18,17,0,0,0,17,18,17,0,17,1,1,1,1,0
"08015430",ESC,Centre públic Dep. i CEB,Escola Marquès de la Pobla,Capellades,CCE,PEN,1,24,0,0,0,9,0,0,8,17,9,0,0,8,17,17,9,0,9,0,0,1,1,0
"08015454",ESC,Centre públic Dep. i CEB,Escola Ramon Macip - Dolors Granés,Cardedeu,MVO,MVO,1,18,1,5,6,10,0,0,0,10,10,0,0,0,10,11,0,0,0,6,5,1,1,0
"08015582",ESC,Centre públic Dep. i CEB,Escola Patrocini,Cardona,CCE,CCE,1,9,1,0,1,0,2,9,0,11,0,2,6,0,8,9,8,0,8,1,1,1,1,0
"08015612",ESC-ZER,Centre públic Dep. i CEB,Escola Joan de Palà - ZER El Cardener,La Coromina (Cardona),CCE,CCE,1,2,0,0,0,2,0,0,0,2,2,0,0,0,2,2,2,0,2,0,0,1,0,0
"08015648",ESC,Centre públic Dep. i CEB,Escola Serra de Coll-Bas,Carme,CCE,PEN,1,9,0,0,0,4,1,0,0,5,4,1,0,0,5,5,4,1,5,0,0,1,1,0
"08015651",ESC,Centre públic Dep. i CEB,Escola Princesa Làscaris,Casserres,CCE,CCE,1,9,1,0,1,0,2,6,0,8,0,2,6,0,8,9,6,2,8,1,1,1,1,0
"08015806",ESC,Centre públic Dep. i CEB,Escola Jaume Balmes,El Borràs (Castellbell i el Vilar),CCE,CCE,1,12,0,0,0,9,2,0,0,11,9,2,0,0,11,11,9,2,11,0,0,1,1,0
"08015821",ESC,Centre públic Dep. i CEB,Escola Mare de Déu de Montserrat,Castellbisbal,VOC,VOC,1,16,0,0,0,16,0,1,0,17,16,0,0,0,16,16,0,0,0,0,0,1,1,0
"08015831",ESC,Centre públic Dep. i CEB,Escola La Popa,Castellcir,CCE,CCE,1,9,2,1,3,1,0,0,0,1,1,0,0,0,1,3,0,0,0,3,3,1,1,0
"08015843",ESC,Centre públic Dep. i CEB,Escola Lluís Vives,Castelldefels,BLL,BLL,1,18,0,0,0,18,0,0,0,18,18,0,0,0,18,18,18,0,18,0,0,1,1,0
"08015855",ESC,Centre públic Dep. i CEB,Escola Els Pins,Castelldefels,BLL,BLL,1,19,0,0,0,18,0,0,0,18,18,0,0,0,18,18,18,0,18,0,0,1,1,0
"08015961",ESC,Centre públic Dep. i CEB,Escola Jacint Verdaguer,Castelldefels,BLL,BLL,1,9,0,0,0,7,2,0,0,9,7,2,0,0,9,9,7,2,9,0,0,1,1,0
"08016033",ESC,Centre públic Dep. i CEB,Escola Montanyans,Sant Marçal (Castellet i la Gornal),BCO,PEN,1,9,1,1,2,0,7,0,0,7,0,7,0,0,7,8,3,4,7,2,2,1,1,0
"08016082",ESC-ZER,Centre públic Dep. i CEB,Escola Sant Roc - ZER Vent d'Avall,Castellfollit de Riubregós,CCE,CCE,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0
"08016094",ESC,Centre públic Dep. i CEB,Escola Sant Miquel,Castellgalí,CCE,CCE,1,9,1,2,3,9,0,0,0,9,8,0,0,0,8,9,8,0,8,1,1,1,1,0
"08016136",ESC-ZER,Centre públic Dep. i CEB,Escola Les Passeres - ZER Tres Branques,Castellolí,CCE,PEN,1,4,1,0,1,1,0,4,0,5,1,0,2,0,3,4,3,0,3,1,1,1,0,0
"08016161",ESC,Centre públic Dep. i CEB,Escola El Castellot,La Múnia (Castellví de la Marca),BCO,PEN,1,9,1,0,1,7,0,0,0,7,7,0,0,0,7,8,7,0,7,1,1,1,1,0
"08016173",ESC,Centre públic Dep. i CEB,Escola Mare de Déu de Montserrat,Castellví de Rosanes,BLL,BLL,1,15,1,0,1,0,0,8,0,8,0,0,8,0,8,9,4,0,4,1,1,1,1,0
"08016185",ESC,Centre públic Dep. i CEB,Escola Ildefons Cerdà,Centelles,CCE,CCE,1,17,0,0,0,0,17,0,0,17,0,17,0,0,17,17,0,17,17,0,0,1,1,0
"08016240",ESC,Centre públic Dep. i CEB,Escola Santa Maria de Cervelló,Cervelló,BLL,BLL,1,19,0,0,0,19,0,0,0,19,19,0,0,0,19,19,19,0,19,0,0,1,1,0
"08016264",ESC,Centre públic Dep. i CEB,Escola El Solell,La Palma de Cervelló,BLL,BLL,1,12,0,16,16,16,0,0,0,16,12,0,0,0,12,12,12,0,12,0,0,1,1,0
"08016291",ESC-ZER,Centre públic Dep. i CEB,Escola Quatre Vents - ZER Vent d'Avall,Copons,CCE,PEN,1,4,2,0,2,2,0,0,0,2,2,0,0,0,2,4,0,0,0,2,2,1,0,0
"08016331",ESC,Centre públic Dep. i CEB,Escola Jaume Balmes,Corbera de Llobregat,BLL,BLL,1,17,1,0,1,0,15,0,0,15,0,15,0,0,15,16,0,15,15,1,1,1,1,0
"08016367",ESC,Centre públic Dep. i CEB,Escola Dolors Almeda,Cornellà de Llobregat,BLL,BLL,1,18,0,0,0,12,6,0,0,18,12,6,0,0,18,18,12,6,18,0,0,1,1,0
"08016380",ESC,Centre públic Dep. i CEB,Escola Anselm Clavé,Cornellà de Llobregat,BLL,BLL,1,9,0,0,0,2,7,0,0,9,2,7,0,0,9,9,2,7,9,0,0,1,1,0
"08016392",ESC,Centre públic Dep. i CEB,Escola Mossèn Jacint Verdaguer,Cornellà de Llobregat,BLL,BLL,1,9,3,3,6,5,1,0,0,6,5,1,0,0,6,9,5,1,6,3,3,1,1,0
"08016409",ESC,Centre públic Dep. i CEB,Escola Montserrat,Cornellà de Llobregat,BLL,BLL,1,9,1,0,1,7,1,0,0,8,7,1,0,0,8,9,7,1,8,1,1,1,1,0
"08016410",ESC,Centre públic Dep. i CEB,Escola Sant Ildefons,Cornellà de Llobregat,BLL,BLL,1,12,1,0,1,11,0,0,0,11,11,0,0,0,11,12,7,0,7,1,1,1,1,0
"08016422",ESC,Centre públic Dep. i CEB,Escola Abat Oliba,Cornellà de Llobregat,BLL,BLL,1,12,2,1,3,0,0,5,0,5,0,0,5,0,5,7,4,0,4,3,3,1,1,0
"08016744",ESC,Centre públic Dep. i CEB,Escola Antoni Gaudí,Cornellà de Llobregat,BLL,BLL,1,12,2,0,2,12,0,0,0,12,10,0,0,0,10,12,3,0,3,2,2,1,1,0
"08016771",ESC,Centre públic Dep. i CEB,Escola Els Pins,Cornellà de Llobregat,BLL,BLL,1,18,2,0,2,17,2,0,0,19,16,0,0,0,16,18,9,2,11,2,2,1,1,0
"08016781",INS,Centre públic Dep. i CEB,Institut Esteve Terradas i Illa,Cornellà de Llobregat,BLL,BLL,1,40,1,19,20,9,9,25,1,44,9,9,21,0,39,40,34,5,39,1,1,1,1,0
"08016793",INS,Centre públic Dep. i CEB,Institut Francesc Macià,Cornellà de Llobregat,BLL,BLL,1,33,3,3,6,26,0,0,0,26,26,0,0,0,26,29,26,0,26,6,6,1,1,0
"08016811",ESC,Centre públic Dep. i CEB,Escola Josep Andreu - Charlie Rivel,Cubelles,BCO,PEN,1,22,0,4,4,23,0,0,0,23,22,0,0,0,22,22,6,0,6,0,0,1,1,0
"08016872",ESC,Centre públic Dep. i CEB,Escola Mare de Déu de la Muntanya,Esparreguera,BLL,BLL,1,9,1,0,1,4,4,0,0,8,4,4,0,0,8,9,4,4,8,1,1,1,1,0
"08016938",ESC,Centre públic Dep. i CEB,Escola Taquígraf Garriga,Esparreguera,BLL,BLL,1,15,0,0,0,18,0,0,0,18,15,0,0,0,15,15,10,0,10,0,0,1,1,0
"08016941",ESC,Centre públic Dep. i CEB,Escola Isidre Martí,Esplugues de Llobregat,BLL,BLL,1,16,2,0,2,0,1,13,0,14,0,1,13,0,14,16,13,1,14,2,2,1,1,0
"08017104",ESC,Centre públic Dep. i CEB,Escola Gras i Soler,Esplugues de Llobregat,BLL,BLL,1,9,1,0,1,0,9,0,0,9,0,8,0,0,8,9,0,5,5,1,1,1,1,0
"08017116",ESC,Centre públic Dep. i CEB,Escola Matilde Orduña,Esplugues de Llobregat,BLL,BLL,1,9,2,3,5,0,10,0,0,10,0,7,0,0,7,9,0,7,7,2,2,1,1,0
"08017131",INS,Centre públic Dep. i CEB,Institut Severo Ochoa,Esplugues de Llobregat,BLL,BLL,1,31,0,24,24,23,1,0,0,24,23,1,0,0,24,24,1,1,2,7,7,1,1,0
"08017153",INS,Centre públic Dep. i CEB,Institut Joanot Martorell,Esplugues de Llobregat,BLL,BLL,1,21,0,0,0,19,0,0,0,19,19,0,0,0,19,19,0,0,0,0,0,1,1,0
"08017232",ESC,Centre públic Dep. i CEB,Escola Agrupació Sant Jordi,Fonollosa,CCE,CCE,1,9,1,0,1,0,0,9,0,9,0,0,8,0,8,9,0,0,0,1,1,1,1,0
"08017244",ESC,Centre públic Dep. i CEB,Escola Font-rúbia,Guardiola de Font-Rubí (Font-rubí),BCO,PEN,1,9,0,8,8,4,0,0,1,5,4,0,0,1,5,5,3,0,3,4,3,1,1,0
"08017271",ESC,Centre públic Dep. i CEB,Escola Joan Sanpera i Torras,Corró d'Avall (Les Franqueses del Vallès),MVO,MVO,1,18,0,3,3,15,0,0,0,15,15,0,0,0,15,15,10,0,10,3,3,1,1,0
"08017311",ESC,Centre públic Dep. i CEB,Escola Puiggraciós,La Garriga,MVO,MVO,1,18,1,0,1,13,0,6,0,19,13,0,4,0,17,18,0,0,0,1,1,1,1,0
"08017359",ESC,Centre públic Dep. i CEB,Escola Salvador Lluch,Gavà,BLL,BLL,1,18,1,0,1,17,0,0,0,17,17,0,0,0,17,18,12,0,12,1,1,1,1,0
"08017360",ESC,Centre públic Dep. i CEB,Escola Jacme March,Gavà,BLL,BLL,1,9,8,2,10,7,0,1,0,8,1,0,0,0,1,9,1,0,1,8,3,1,1,0
"08017505",ESC,Centre públic Dep. i CEB,Escola Juan Salamero,Gavà,BLL,BLL,1,9,2,0,2,0,2,0,0,2,0,2,0,0,2,4,0,0,0,2,2,1,1,0
"08017530",INS,Centre públic Dep. i CEB,Institut de Bruguers,Gavà,BLL,BLL,1,23,5,0,5,6,1,0,0,7,6,1,0,0,7,12,0,0,0,5,5,1,1,0
"08017611",ESC,Centre públic Dep. i CEB,Escola Montcau,Gelida,BCO,PEN,1,16,0,0,0,17,0,0,0,17,16,0,0,0,16,16,16,0,16,0,0,1,1,0
"08017633",ESC,Centre públic Dep. i CEB,Escola Sant Marc,Els Bassacs (Gironella),CCE,CCE,1,11,0,4,4,4,3,0,0,7,4,3,0,0,7,7,4,3,7,4,3,1,1,0
"08017645",ESC,Centre públic Dep. i CEB,Escola de Gironella,Gironella,CCE,CCE,1,9,0,12,12,2,2,3,0,7,2,2,3,0,7,7,5,2,7,2,2,1,1,0
"08017682",ESC,Centre públic Dep. i CEB,Escola Jacint Verdaguer,La Granada,BCO,PEN,1,9,4,0,4,9,0,0,0,9,5,0,0,0,5,9,5,0,5,4,3,1,1,0
"08017694",ESC,Centre públic Dep. i CEB,Escola Pereanton,Granollers,MVO,MVO,1,9,1,0,1,12,0,0,0,12,8,0,0,0,8,9,8,0,8,1,1,1,1,0
"08017700",ESC,Centre públic Dep. i CEB,Escola Joan Solans,Granollers,MVO,MVO,1,9,1,1,2,0,7,0,0,7,0,7,0,0,7,8,0,7,7,2,2,1,1,0
"08017712",ESC,Centre públic Dep. i CEB,Escola Ferrer i Guàrdia,Granollers,MVO,MVO,1,9,1,0,1,5,2,2,0,9,5,2,1,0,8,9,5,0,5,1,1,1,1,0
"08017815",IE,Concertada 30% NESE,L'Estel,Granollers,MVO,MVO,0,13,0,0,0,0,0,0,0,0,13,0,0,0,13,13,0,0,0,0,0,0,1,0
"08017840",IE,Concertada 30% NESE,Educem,Granollers,MVO,MVO,0,13,0,0,0,0,0,0,0,0,13,0,0,0,13,13,0,0,0,0,0,0,1,0
"08017852",INS,EPRI & ESO Municipals no CEB,Institut Escola del Treball,Granollers,MVO,MVO,0,38,0,0,0,0,0,0,0,0,38,0,0,0,38,38,0,0,0,0,0,0,1,0
"08017918",ESC,Centre públic Dep. i CEB,Escola Granullarius,Granollers,MVO,MVO,1,19,1,3,4,20,0,0,0,20,18,0,0,0,18,19,6,0,6,1,1,1,1,0
"08017931",INS,Centre públic Dep. i CEB,Institut Antoni Cumella,Granollers,MVO,MVO,1,28,0,0,0,4,5,2,0,11,4,5,2,0,11,11,0,5,5,0,0,1,1,0
"08017979",ESC,Centre públic Dep. i CEB,Escola Aqua Alba,Gualba,MVO,MVO,1,9,0,0,0,2,2,0,0,4,2,2,0,0,4,4,2,0,2,0,0,1,1,0
"08017992",ESC,Centre públic Dep. i CEB,Escola Montserrat,Sant Salvador de Guardiola,CCE,CCE,1,12,1,0,1,12,0,0,0,12,11,0,0,0,11,12,11,0,11,1,1,1,1,0
"08018005",ESC,Centre públic Dep. i CEB,Escola Sant Llorenç,Guardiola de Berguedà,CCE,CCE,1,9,2,0,2,0,1,1,0,2,0,1,1,0,2,4,0,0,0,2,2,1,1,0
"08018017",ESC-ZER,Centre públic Dep. i CEB,Escola L'Albiol - ZER Alt Berguedà,Sant Julià de Cerdanyola,CCE,CCE,1,1,1,1,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0
"08018029",ESC,Centre públic Dep. i CEB,Escola Les Escoles,Gurb,CCE,CCE,1,18,0,0,0,6,3,12,0,21,6,3,9,0,18,18,18,0,18,0,0,1,1,0
"08018066",ESC,Centre públic Dep. i CEB,Escola Menéndez Pidal,L'Hospitalet de Llobregat,BCO,BCO,1,27,1,24,25,6,0,8,1,15,6,0,8,1,15,16,2,0,2,12,7,1,1,0
"08018078",ESC,Centre públic Dep. i CEB,Escola Bellvitge,L'Hospitalet de Llobregat,BCO,BCO,1,9,1,0,1,8,0,1,0,9,8,0,0,0,8,9,8,0,8,1,1,1,1,0
"08018091",ESC,Centre públic Dep. i CEB,Escola Pep Ventura,L'Hospitalet de Llobregat,BCO,BCO,1,20,2,4,6,11,7,0,0,18,11,7,0,0,18,20,11,7,18,2,2,1,1,0
"08018145",ESC,Centre públic Dep. i CEB,Escola Pau Vila,L'Hospitalet de Llobregat,BCO,BCO,1,12,2,0,2,9,0,0,0,9,9,0,0,0,9,11,4,0,4,2,2,1,1,0
"08018157",ESC,Centre públic Dep. i CEB,Escola Santiago Ramon y Cajal,L'Hospitalet de Llobregat,BCO,BCO,1,19,4,0,4,19,0,0,0,19,15,0,0,0,15,19,15,0,15,4,4,1,1,0
"08018376",IE,Concertada 30% NESE,La Florida,L'Hospitalet de Llobregat,BCO,BCO,0,13,0,0,0,0,0,0,0,0,13,0,0,0,13,13,0,0,0,0,0,0,1,0
"08019149",ESC,Centre públic Dep. i CEB,Escola Bernat Metge,L'Hospitalet de Llobregat,BCO,BCO,1,10,1,0,1,10,0,0,0,10,9,0,0,0,9,10,9,0,9,1,1,1,1,0
"08019198",ESC,Centre públic Dep. i CEB,Escola Pompeu Fabra,L'Hospitalet de Llobregat,BCO,BCO,1,19,3,7,10,16,2,0,0,18,16,0,0,0,16,19,0,0,0,3,3,1,1,0
"08019216",ESC,Centre públic Dep. i CEB,Escola Busquets i Punset,L'Hospitalet de Llobregat,BCO,BCO,1,18,1,1,2,18,1,0,0,19,17,0,0,0,17,18,6,0,6,1,1,1,1,0
"08019231",ESC,Centre públic Dep. i CEB,Escola Milagros Consarnau,L'Hospitalet de Llobregat,BCO,BCO,1,19,3,2,5,17,1,0,0,18,16,0,0,0,16,19,16,0,16,3,3,1,1,0
"08019241",ESC,Centre públic Dep. i CEB,Escola Frederic Mistral,L'Hospitalet de Llobregat,BCO,BCO,1,18,1,1,2,18,0,0,0,18,17,0,0,0,17,18,17,0,17,1,1,1,1,0
"08019265",ESC,Centre públic Dep. i CEB,Escola Joaquim Ruyra,L'Hospitalet de Llobregat,BCO,BCO,1,18,5,4,9,12,4,0,0,16,12,1,0,0,13,18,8,4,12,5,5,1,1,0
"08019277",ESC,Centre públic Dep. i CEB,Escola La Marina,L'Hospitalet de Llobregat,BCO,BCO,1,51,0,12,12,12,1,1,1,15,12,1,1,1,15,15,5,1,6,12,12,1,1,0
"08019290",ESC,Centre públic Dep. i CEB,Escola Provençana,L'Hospitalet de Llobregat,BCO,BCO,1,9,0,0,0,9,0,0,0,9,9,0,0,0,9,9,3,0,3,0,0,1,1,0
"08019307",INS,Centre públic Dep. i CEB,Institut Santa Eulàlia,L'Hospitalet de Llobregat,BCO,BCO,1,27,1,0,1,16,2,0,0,18,16,2,0,0,18,19,0,0,0,1,1,1,1,0
"08019319",INS,Centre públic Dep. i CEB,Institut Pedraforca,L'Hospitalet de Llobregat,BCO,BCO,1,29,0,0,0,0,28,0,0,28,0,28,0,0,28,28,0,28,28,0,0,1,1,0
"08019320",INS,Centre públic Dep. i CEB,Institut Torras i Bages,L'Hospitalet de Llobregat,BCO,BCO,1,23,0,0,0,18,1,0,0,19,18,1,0,0,19,19,0,0,0,0,0,1,1,0
"08019371",FP,Centre públic Dep. i CEB,Institut Llobregat,L'Hospitalet de Llobregat,BCO,BCO,1,5,0,0,0,6,1,0,0,7,5,0,0,0,5,5,5,0,5,0,0,1,1,0
"08019401",FP,Centre públic Dep. i CEB,Institut Provençana,L'Hospitalet de Llobregat,BCO,BCO,1,22,0,0,0,20,0,1,1,22,20,0,1,1,22,22,0,0,0,0,0,1,1,0
"08019411",INS,Centre públic Dep. i CEB,Institut Bellvitge,L'Hospitalet de Llobregat,BCO,BCO,1,19,0,3,3,13,1,0,0,14,13,1,0,0,14,14,0,0,0,3,3,1,1,0
"08019435",ESC,Centre públic Dep. i CEB,Escola García i Fossas,Igualada,CCE,PEN,1,18,0,1,1,11,8,0,0,19,11,7,0,0,18,18,11,7,18,0,0,1,1,0
"08019459",ESC,Centre públic Dep. i CEB,Escola Gabriel Castella i Raich,Igualada,CCE,PEN,1,9,0,0,0,6,3,0,0,9,6,3,0,0,9,9,6,3,9,0,0,1,1,0
