id,tipus,font,nom,municipi,sstt,ssttNou,enquesta,grups,pDepartament,pAltres,pTotal,e75paret,e75rodes,e65paret,e65rodes,eTotal,a75paret,a75rodes,a65paret,a65rodes,aTotal,apTotal,srFixes,srRodes,srTotal,asm,mad,public,maleta,max
"08038582",ESC,Centre públic Dep. i CEB,Escola Catalunya,Sabadell,VOC,VOC,1,18,1,0,1,18,0,0,0,18,17,0,0,0,17,18,10,0,10,1,1,1,1,0
"08039057",INS,Centre públic Dep. i CEB,Institut L'Alzina,Barcelona,CEB,CEB,1,21,1,0,1,16,2,0,0,18,16,2,0,0,18,19,16,2,18,1,1,1,1,0
"08039069",INS,Centre públic Dep. i CEB,Institut Margarida Xirgu,L'Hospitalet de Llobregat,BCO,BCO,1,24,1,0,1,15,5,0,0,20,15,5,0,0,20,21,0,5,5,1,1,1,1,0
"08039203",INS,Centre públic Dep. i CEB,Institut Agustí Serra i Fontanet,Sabadell,VOC,VOC,1,47,2,0,2,33,0,0,0,33,33,0,0,0,33,35,33,0,33,2,2,1,1,0
"08039264",ESC,Centre públic Dep. i CEB,Escola Mestres Munguet-Cortés,Vilanova del Vallès,MVO,MVO,1,17,1,2,3,17,0,0,0,17,16,0,0,0,16,17,0,0,0,1,1,1,1,0
"08039288",ESC,Centre públic Dep. i CEB,Escola Renaixença,Sant Pere Sacarrera i Urbanització Font (Mediona),BCO,PEN,1,9,1,0,1,0,4,0,0,4,0,4,0,0,4,5,0,4,4,1,1,1,1,0
"08039291",ESC,Centre públic Dep. i CEB,Escola Cristòfor Mestre,Vilafranca del Penedès,BCO,PEN,1,19,1,1,2,19,0,0,0,19,18,0,0,0,18,19,6,0,6,1,1,1,1,0
"08039306",ESC-ZER,Centre públic Dep. i CEB,Escola Els Pins - ZER El Moianès Ponent,Cabrianes (Sallent),CCE,CCE,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2
"08039318",ESC,Centre públic Dep. i CEB,Escola Puigberenguer,Manresa,CCE,CCE,1,19,6,0,6,13,0,0,0,13,13,0,0,0,13,19,8,0,8,6,5,1,1,0
"08039343",ESC,Centre públic Dep. i CEB,Escola Josep Ferrà i Esteva,Olesa de Montserrat,BLL,BLL,1,18,4,21,25,12,0,0,0,12,12,0,0,0,12,16,12,0,12,6,5,1,1,0
"08039355",ESC,Centre públic Dep. i CEB,Escola Ramon Llull,El Prat de Llobregat,BLL,BLL,1,18,0,0,0,0,18,0,0,18,0,18,0,0,18,18,0,0,0,0,0,1,1,0
"08039367",ESC,Centre públic Dep. i CEB,Escola Josep Pla,Sant Andreu de la Barca,BLL,BLL,1,18,1,0,1,18,0,0,0,18,17,0,0,0,17,18,0,0,0,1,1,1,1,0
"08039379",ESC,Centre públic Dep. i CEB,Escola Rafael Casanova,Sant Boi de Llobregat,BLL,BLL,1,15,1,6,7,15,4,0,0,19,14,0,0,0,14,15,0,4,4,1,1,1,1,0
"08039380",ESC,Centre públic Dep. i CEB,Escola Germans Amat i Targa,Viladecans,BLL,BLL,1,17,0,0,0,5,12,0,0,17,5,12,0,0,17,17,5,12,17,0,0,1,1,0
"08039434",ESC,Centre públic Dep. i CEB,Escola Doctor Ferran i Clua,Barcelona,CEB,CEB,1,23,3,0,3,19,0,0,0,19,19,0,0,0,19,22,19,0,19,3,3,1,1,0
"08039471",ESC,Centre públic Dep. i CEB,Escola Mercè Rodoreda,Barcelona,CEB,CEB,1,18,1,0,1,18,0,0,0,18,17,0,0,0,17,18,17,0,17,1,1,1,1,0
"08039483",ESC,Centre públic Dep. i CEB,Escola Els Horts,Barcelona,CEB,CEB,1,9,4,0,4,9,0,0,0,9,5,0,0,0,5,9,0,0,0,4,3,1,1,0
"08039495",ESC,Centre públic Dep. i CEB,Escola La Palmera,Barcelona,CEB,CEB,1,18,1,0,1,15,0,0,2,17,15,0,0,2,17,18,15,2,17,1,1,1,1,0
"08039525",ESC,Centre públic Dep. i CEB,Escola La Sedeta,Barcelona,CEB,CEB,1,9,0,0,0,6,0,3,0,9,6,0,3,0,9,9,9,0,9,0,0,1,1,0
"08039537",ESC,Centre públic Dep. i CEB,Escola Torrent d'en Melis,Barcelona,CEB,CEB,1,17,0,5,5,0,16,0,0,16,0,16,0,0,16,16,0,16,16,1,1,1,1,0
"08039562",ESC,Centre públic Dep. i CEB,Escola Prat de la Manta,L'Hospitalet de Llobregat,BCO,BCO,1,10,1,0,1,10,0,0,0,10,9,0,0,0,9,10,9,0,9,1,1,1,1,0
"08039574",ESC,Centre públic Dep. i CEB,Escola Pau Sans,L'Hospitalet de Llobregat,BCO,BCO,1,9,0,0,0,8,1,0,0,9,8,1,0,0,9,9,2,1,3,0,0,1,1,0
"08039586",ESC,Centre públic Dep. i CEB,Escola L'Arjau,Vilanova i la Geltrú,BCO,PEN,1,17,0,0,0,15,3,0,0,18,15,2,0,0,17,17,15,2,17,0,0,1,1,0
"08039598",ESC,Centre públic Dep. i CEB,Escola Sant Miquel del Cros,Argentona,MVO,MVO,1,13,4,3,7,7,0,0,0,7,7,0,0,0,7,11,0,0,0,6,4,1,1,0
"08039604",ESC,Centre públic Dep. i CEB,Escola Francesc Ferrer i Guàrdia,El Masnou,MVO,MVO,1,9,1,0,1,2,0,0,0,2,2,0,0,0,2,3,2,0,2,1,1,1,1,0
"08039616",ESC,Centre públic Dep. i CEB,Escola Camí del Cros,Mataró,MVO,MVO,1,18,1,3,4,15,0,0,0,15,15,0,0,0,15,16,15,0,15,3,3,1,1,0
"08039628",ESC,Centre públic Dep. i CEB,Escola Pompeu Fabra,Manlleu,CCE,CCE,1,19,0,2,2,14,0,4,0,18,14,0,4,0,18,18,18,0,18,1,1,1,1,0
"08039631",ESC,Centre públic Dep. i CEB,Escola L'Agullola,Rupit (Rupit i Pruit),CCE,CCE,1,9,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0
"08039641",ESC,Centre públic Dep. i CEB,Escola Pablo Picasso,Barberà del Vallès,VOC,VOC,1,14,0,0,0,13,2,0,0,15,13,1,0,0,14,14,5,2,7,0,0,1,1,0
"08039653",ESC,Centre públic Dep. i CEB,Escola Agustí Bartra,Terrassa,VOC,VOC,1,19,2,0,2,0,1,0,18,19,0,1,0,16,17,19,0,10,10,2,2,1,1,0
"08039665",ESC,Centre públic Dep. i CEB,Escola Lanaspa-Giralt,Terrassa,VOC,VOC,1,9,3,1,4,8,2,0,0,10,6,0,0,0,6,9,3,0,3,3,3,1,1,0
"08039677",ESC,Centre públic Dep. i CEB,Escola Congost,Can Castells (Canovelles),MVO,MVO,1,17,1,1,2,10,3,4,0,17,10,3,3,0,16,17,14,2,16,1,1,1,1,0
"08039690",ESC,Centre públic Dep. i CEB,Escola Germans Corbella,Cardedeu,MVO,MVO,1,19,0,2,2,14,1,3,1,19,14,1,3,1,19,19,0,2,2,0,0,1,1,0
"08039707",ESC,Centre públic Dep. i CEB,Escola Tagamanent,La Garriga,MVO,MVO,1,9,0,0,0,12,1,0,0,13,9,0,0,0,9,9,9,0,9,0,0,1,1,0
"08039719",ESC,Centre públic Dep. i CEB,Escola Les Planes,La Llagosta,MVO,MVO,1,15,1,3,4,17,0,0,0,17,14,0,0,0,14,15,5,0,5,1,1,1,1,0
"08039744",ESC-ZER,Centre públic Dep. i CEB,Escola del Pont Trencat - ZER Baix Montseny,Santa Maria de Palautordera,MVO,MVO,1,4,1,0,1,4,0,0,0,4,3,0,0,0,3,4,3,0,3,1,1,1,0,0
"08039835",ESC,Centre públic Dep. i CEB,Escola de les Aigües,Barcelona,CEB,CEB,1,19,1,0,1,19,0,0,0,19,18,0,0,0,18,19,18,0,18,1,1,1,1,0
"08039896",ESC,Centre públic Dep. i CEB,Escola Bellaterra,Cerdanyola del Vallès,VOC,VOC,1,18,0,0,0,0,0,16,2,18,0,0,16,2,18,18,0,0,0,0,0,1,1,0
"08039963",EE,EE Privats,Fàsia-Sarrià,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0
"08040011",APD,APD & FP Municipals no CEB,EA de Sant Cugat del Vallès,Sant Cugat del Vallès,VOC,VOC,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08040047",EE,Centre públic Dep. i CEB,CEE Josep Sol i Rodríguez,Santa Coloma de Gramenet,BCO,BCO,1,12,14,3,17,0,0,15,3,18,0,0,0,0,0,14,0,0,0,12,4,1,1,0
"08040059",ESC,Centre públic Dep. i CEB,Escola Joan Salvat i Papasseit,Santa Coloma de Gramenet,BCO,BCO,1,17,1,0,1,23,4,0,0,27,16,0,0,0,16,17,16,0,16,1,1,1,1,0
"08040060",ESC,Centre públic Dep. i CEB,Escola del Mar,Vilassar de Mar,MVO,MVO,1,18,0,3,3,0,15,0,0,15,0,15,0,0,15,15,0,10,10,3,3,1,1,0
"08040138",INS,Centre públic Dep. i CEB,Institut La Sedeta,Barcelona,CEB,CEB,1,14,3,0,3,12,0,0,0,12,11,0,0,0,11,14,0,0,0,3,3,1,1,0
"08040141",INS,Centre públic Dep. i CEB,Institut Icària,Barcelona,CEB,CEB,1,27,0,0,0,23,0,0,0,23,23,0,0,0,23,23,0,0,0,0,0,1,1,0
"08040333",ESC,Centre públic Dep. i CEB,Escola Bernat Metge,El Prat de Llobregat,BLL,BLL,1,9,1,0,1,8,1,0,0,9,8,0,0,0,8,9,3,0,3,1,1,1,1,0
"08040345",ESC,Centre públic Dep. i CEB,Escola Mercè Rodoreda,Badalona,BCO,BCO,1,9,0,0,0,7,2,0,0,9,7,2,0,0,9,9,2,1,3,0,0,1,1,0
"08040357",EE,Centre públic Dep. i CEB,CEE Folch i Camarasa,Barcelona,CEB,CEB,1,3,1,0,1,1,0,3,0,4,1,0,1,0,2,3,1,0,1,1,1,1,1,0
"08040382",ESC,Centre públic Dep. i CEB,Escola Mercè Rodoreda,Santa Coloma de Gramenet,BCO,BCO,1,18,1,5,6,0,0,3,3,6,0,0,3,3,6,7,0,0,0,6,5,1,1,0
"08040400",ESC,Centre públic Dep. i CEB,Escola Amadeu Vives,Sabadell,VOC,VOC,1,18,0,0,0,0,12,6,2,20,0,12,6,0,18,18,18,0,18,0,0,1,1,0
"08040412",ESC,Centre públic Dep. i CEB,Escola El Margalló,Vilanova i la Geltrú,BCO,PEN,1,9,1,0,1,13,0,0,0,13,8,0,0,0,8,9,7,1,8,1,1,1,1,0
"08040527",INS,Centre públic Dep. i CEB,Institut La Llauna,Badalona,BCO,BCO,1,27,2,0,2,20,2,0,0,22,20,2,0,0,22,24,0,0,0,2,2,1,1,0
"08040539",INS,Centre públic Dep. i CEB,Institut Les Marines,Castelldefels,BLL,BLL,1,29,1,1,2,20,0,0,0,20,20,0,0,0,20,21,20,0,20,2,2,1,1,0
"08040540",INS,Centre públic Dep. i CEB,Institut El Cairat,Esparreguera,BLL,BLL,1,34,0,0,0,23,0,0,0,23,23,0,0,0,23,23,0,0,0,0,0,1,1,0
"08040552",INS,Centre públic Dep. i CEB,Institut Antoni Pous i Argila,Manlleu,CCE,CCE,1,28,19,9,28,12,0,5,0,17,9,0,0,0,9,28,0,0,0,19,8,1,1,0
"08040564",INS,Centre públic Dep. i CEB,Institut Jaume Almera,Vilassar de Dalt,MVO,MVO,1,22,0,0,0,17,0,0,0,17,17,0,0,0,17,17,0,0,0,0,0,1,1,0
"08040618",ESC,Centre públic Dep. i CEB,Escola Can Vidalet,Esplugues de Llobregat,BLL,BLL,1,9,1,0,1,9,0,0,0,9,8,0,0,0,8,9,0,0,0,1,1,1,1,0
"08040849",INS,Centre públic Dep. i CEB,Institut Fort Pius,Barcelona,CEB,CEB,1,15,0,0,0,12,0,0,2,14,12,0,0,2,14,14,0,2,2,0,0,1,1,0
"08041076",EE,EE Privats,Taiga,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08041131",ESC,Centre públic Dep. i CEB,Escola Sant Antoni,Sant Vicenç dels Horts,BLL,BLL,1,9,0,0,0,6,3,3,3,15,6,3,0,0,9,9,9,0,9,0,0,1,1,0
"08041167",ESC,Centre públic Dep. i CEB,Escola Josep Carner,Badalona,BCO,BCO,1,18,2,1,3,18,0,0,0,18,16,0,0,0,16,18,16,0,16,2,2,1,1,0
"08041179",ESC,Centre públic Dep. i CEB,Escola Mestre Enric Gibert i Camins,Barcelona,CEB,CEB,1,19,0,7,7,19,0,0,0,19,19,0,0,0,19,19,0,0,0,0,0,1,1,0
"08041180",ESC,Centre públic Dep. i CEB,Escola Rosselló Pòrcel,Santa Coloma de Gramenet,BCO,BCO,1,9,1,0,1,4,0,4,0,8,4,0,4,0,8,9,8,0,8,1,1,1,1,0
"08041210",ESC,Centre públic Dep. i CEB,Escola del Bosc,Barberà del Vallès,VOC,VOC,1,17,1,1,2,0,17,0,0,17,0,16,0,0,16,17,0,9,9,1,1,1,1,0
"08041222",ESC,Centre públic Dep. i CEB,Escola Can Cladellas,Palau-solità i Plegamans,VOC,VOC,1,18,1,0,1,20,0,2,0,22,17,0,0,0,17,18,0,0,0,1,1,1,1,0
"08041234",ESC,Centre públic Dep. i CEB,Escola Collserola,Sant Cugat del Vallès,VOC,VOC,1,19,3,0,3,0,0,15,2,17,0,0,15,1,16,19,0,0,0,3,3,1,1,0
"08041246",ESC,Centre públic Dep. i CEB,Escola Francesc Aldea i Pérez,Terrassa,VOC,VOC,1,9,0,0,0,11,0,1,2,14,9,0,0,0,9,9,9,0,9,0,0,1,1,0
"08041374",INS,Centre públic Dep. i CEB,Institut La Mallola,Esplugues de Llobregat,BLL,BLL,1,25,4,10,14,8,0,0,0,8,8,0,0,0,8,12,0,0,0,14,7,1,1,0
"08041519",INS,Centre públic Dep. i CEB,Institut Martí Dot,Sant Feliu de Llobregat,BLL,BLL,1,35,1,0,1,30,6,0,0,36,30,4,0,0,34,35,0,6,6,1,1,1,1,0
"08041556",ESC,Centre públic Dep. i CEB,Escola Montseny,Sant Just Desvern,BLL,BLL,1,11,1,0,1,10,0,0,0,10,10,0,0,0,10,11,5,0,5,1,1,1,1,0
"08041568",ESC,Centre públic Dep. i CEB,Escola Jungfrau,Badalona,BCO,BCO,1,19,1,0,1,19,0,0,0,19,18,0,0,0,18,19,6,0,6,1,1,1,1,0
"08041571",ESC,Centre públic Dep. i CEB,Escola Artur Martorell,Badalona,BCO,BCO,1,11,1,1,2,10,0,0,0,10,10,0,0,0,10,11,10,0,10,1,1,1,1,0
"08041581",ESC,Centre públic Dep. i CEB,Escola Gitanjali,Badalona,BCO,BCO,1,9,1,0,1,9,0,0,0,9,8,0,0,0,8,9,8,0,8,1,1,1,1,0
"08041601",ESC,Centre públic Dep. i CEB,Escola Torre de la Llebre,Rubí,VOC,VOC,1,10,1,0,1,9,0,0,0,9,9,0,0,0,9,10,0,0,0,1,1,1,1,0
"08041611",ESC,Centre públic Dep. i CEB,Escola Joanot Alisanda,Sabadell,VOC,VOC,1,19,2,5,7,4,3,11,0,18,4,3,10,0,17,19,15,2,17,2,2,1,1,0
"08041647",ESC,Centre públic Dep. i CEB,Escola Ponent,Granollers,MVO,MVO,1,18,1,0,1,18,0,0,0,18,17,0,0,0,17,18,17,0,17,1,1,1,1,0
"08041659",ESC,Centre públic Dep. i CEB,Escola Mestres Montaña,Granollers,MVO,MVO,1,18,1,0,1,0,18,0,0,18,0,17,0,0,17,18,0,17,17,1,1,1,1,0
"08041660",ESC,Centre públic Dep. i CEB,Escola Pont de la Cadena,Molins de Rei,BLL,BLL,1,9,0,1,1,8,1,0,0,9,8,1,0,0,9,9,8,1,9,0,0,1,1,0
"08041672",ESC,Centre públic Dep. i CEB,Escola Creu Alta,Sabadell,VOC,VOC,1,10,1,0,1,10,0,0,0,10,9,0,0,0,9,10,9,0,9,1,1,1,1,0
"08041684",ESC,Centre públic Dep. i CEB,Escola Espai 3,Sant Joan Despí,BLL,BLL,1,18,0,2,2,18,0,0,0,18,18,0,0,0,18,18,0,0,0,0,0,1,1,0
"08041696",ESC,Centre públic Dep. i CEB,Escola Vaixell Burriac,Vilassar de Mar,MVO,MVO,1,18,1,1,2,16,2,0,0,18,16,1,0,0,17,18,16,1,17,1,1,1,1,0
"08041714",ESC,Centre públic Dep. i CEB,Escola Les Basseroles,Sant Miquel (Seva),CCE,CCE,1,9,1,0,1,1,0,1,5,7,1,0,1,5,7,8,2,5,7,1,1,1,1,0
"08041726",ESC,Centre públic Dep. i CEB,Escola Roc Blanc,Viladecavalls,VOC,VOC,1,12,1,2,3,12,0,0,0,12,11,0,0,0,11,12,11,0,11,1,1,1,1,0
"08041751",ESC,Centre públic Dep. i CEB,Escola La Caixa,Barcelona,CEB,CEB,1,11,0,0,0,10,2,0,0,12,10,1,0,0,11,11,3,2,5,0,0,1,1,0
"08041866",INS,Centre públic Dep. i CEB,Institut El Calamot,Gavà,BLL,BLL,1,31,6,0,6,32,4,0,0,36,25,0,0,0,25,31,0,0,0,6,6,1,1,0
"08041911",ESC,Centre públic Dep. i CEB,Escola Els Pins,Barcelona,CEB,CEB,1,9,0,0,0,2,1,0,2,5,2,1,0,2,5,5,2,3,5,0,0,1,1,0
"08041933",FP,TANCA el curs 2023-24,Institut Rubió i Tudurí,Barcelona,CEB,CEB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"08041969",ESC,Centre públic Dep. i CEB,Escola Pau Vila,Barcelona,CEB,CEB,1,9,0,0,0,4,0,7,0,11,4,0,5,0,9,9,9,0,9,0,0,1,1,0
"08041970",ESC,Centre públic Dep. i CEB,Escola Tres Pins,Barcelona,CEB,CEB,1,10,1,3,4,6,4,0,0,10,6,3,0,0,9,10,6,3,9,1,1,1,1,0
"08042019",INS,Centre públic Dep. i CEB,Institut Badalona VII,Badalona,BCO,BCO,1,20,0,0,0,0,18,0,2,20,0,18,0,2,20,20,1,0,1,0,0,1,1,0
"08042020",INS,Centre públic Dep. i CEB,Institut Vallès,Sabadell,VOC,VOC,1,25,4,0,4,24,0,0,0,24,21,0,0,0,21,25,21,0,21,4,4,1,1,0
"08042044",INS,Centre públic Dep. i CEB,Institut Mig-Món,Súria,CCE,CCE,1,20,0,0,0,1,16,0,0,17,1,16,0,0,17,17,1,16,17,0,0,1,1,0
"08042056",INS,Centre públic Dep. i CEB,Institut Can Puig,Sant Pere de Ribes,BCO,PEN,1,36,1,0,1,0,24,0,0,24,0,24,0,0,24,25,0,24,24,1,1,1,1,0
"08042093",INS,Centre públic Dep. i CEB,Institut Vinyes Velles,Montornès del Vallès,MVO,MVO,1,29,1,0,1,22,0,0,0,22,22,0,0,0,22,23,22,0,22,1,1,1,1,0
"08042101",INS,Centre públic Dep. i CEB,Institut Manuel Vázquez Montalbán,Sant Adrià de Besòs,BCO,BCO,1,20,0,0,0,16,0,0,2,18,16,0,0,2,18,18,16,2,18,0,0,1,1,0
"08042196",APD,APD & FP Municipals no CEB,EA de Manresa,Manresa,CCE,CCE,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0
"08042287",ESC,Centre públic Dep. i CEB,Escola Salvador Espriu,Granollers,MVO,MVO,1,18,1,4,5,18,0,0,0,18,17,0,0,0,17,18,6,0,6,1,1,1,1,0
"08042299",ESC,Centre públic Dep. i CEB,Escola Sant Miquel,Cornellà de Llobregat,BLL,BLL,1,22,0,0,0,18,2,0,0,20,18,2,0,0,20,20,18,0,18,0,0,1,1,0
"08042305",ESC,Centre públic Dep. i CEB,Escola Joan Miró,Barcelona,CEB,CEB,1,18,2,0,2,18,0,0,0,18,16,0,0,0,16,18,16,0,16,2,2,1,1,0
"08042329",ESC,Centre públic Dep. i CEB,Escola Els Xiprers,Barcelona,CEB,CEB,1,9,0,0,0,5,0,4,0,9,5,0,4,0,9,9,1,0,1,0,0,1,1,0
"08042330",INS,Centre públic Dep. i CEB,Institut Sant Ramon,Cardona,CCE,CCE,1,8,0,8,8,4,2,0,0,6,4,2,0,0,6,6,2,0,2,2,2,1,1,0
"08042342",INS,Centre públic Dep. i CEB,Institut de Badia del Vallès,Badia del Vallès,VOC,VOC,1,27,0,0,0,23,2,0,0,25,23,2,0,0,25,25,23,2,25,0,0,1,1,0
"08042354",INS,Centre públic Dep. i CEB,EA La Industrial,Barcelona,CEB,CEB,1,9,0,0,0,7,8,0,0,15,7,2,0,0,9,9,7,2,9,0,0,1,1,0
"08042573",INS,Centre públic Dep. i CEB,Institut Lluïsa Cura,Barcelona,CEB,CEB,1,11,0,0,0,2,0,7,0,9,2,0,7,0,9,9,0,0,0,0,0,1,1,0
"08042585",EE,Centre públic Dep. i CEB,CEE Pont del Dragó,Barcelona,CEB,CEB,1,8,0,0,0,2,2,0,0,4,2,2,0,0,4,4,2,2,4,0,0,1,1,0
"08042780",ESC,Centre públic Dep. i CEB,Escola Josep Maria Jujol,Barcelona,CEB,CEB,1,18,0,0,0,17,2,0,0,19,17,1,0,0,18,18,17,1,18,0,0,1,1,0
"08042792",ESC,Centre públic Dep. i CEB,Escola Damià Mateu,Llinars del Vallès,MVO,MVO,1,10,1,0,1,10,0,0,0,10,9,0,0,0,9,10,9,0,9,1,1,1,1,0
"08042809",ESC,Centre públic Dep. i CEB,Escola Galileo Galilei,El Prat de Llobregat,BLL,BLL,1,18,1,1,2,18,0,0,0,18,17,0,0,0,17,18,17,0,17,1,1,1,1,0
"08042810",ESC,Centre públic Dep. i CEB,Escola Charles Darwin,El Prat de Llobregat,BLL,BLL,1,20,1,0,1,19,0,0,0,19,19,0,0,0,19,20,6,0,6,1,1,1,1,0
"08042834",ESC,Centre públic Dep. i CEB,Escola Can Palmer,Viladecans,BLL,BLL,1,11,1,0,1,0,11,0,1,12,0,10,0,0,10,11,0,0,0,1,1,1,1,0
"08042846",CFA,CFA Departament,CFA Cornellà de Llobregat,Cornellà de Llobregat,BLL,BLL,1,5,0,8,8,5,0,0,0,5,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08042858",CFA,CFA Departament,CFA Els Tarongers,Mataró,MVO,MVO,1,3,1,1,2,4,0,0,0,4,2,0,0,0,2,3,0,0,0,2,0,1,1,0
"08042861",ESC,Centre públic Dep. i CEB,Escola Lola Anglada,Esplugues de Llobregat,BLL,BLL,1,9,0,2,2,0,0,0,2,2,0,0,0,2,2,2,0,0,0,2,2,1,1,0
"08042871",ESC,Centre públic Dep. i CEB,Escola Patufet Sant Jordi-Francesc Batallé i Ara,L'Hospitalet de Llobregat,BCO,BCO,1,18,0,0,0,18,0,0,0,18,18,0,0,0,18,18,18,0,18,0,0,1,1,0
"08042883",ESC,Centre públic Dep. i CEB,Escola Sant Josep - El Pi,L'Hospitalet de Llobregat,BCO,BCO,1,9,2,2,4,9,0,0,0,9,7,0,0,0,7,9,5,0,5,2,2,1,1,0
"08042895",ESC,Centre públic Dep. i CEB,Escola Schola,Rubí,VOC,VOC,1,9,1,0,1,8,0,0,0,8,8,0,0,0,8,9,5,0,5,1,1,1,1,0
"08043012",APD,APD & FP Municipals no CEB,EA Illa,Sabadell,VOC,VOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08043103",ESC,Centre públic Dep. i CEB,Escola Antoni Balmanya,Barcelona,CEB,CEB,1,18,0,0,0,17,1,0,0,18,17,1,0,0,18,18,2,1,3,0,0,1,1,0
"08043115",ESC,Centre públic Dep. i CEB,Escola Provençals,Barcelona,CEB,CEB,1,18,1,18,19,16,0,0,0,16,16,0,0,0,16,17,0,0,0,2,2,1,1,0
"08043255",ESC,Centre públic Dep. i CEB,Escola Ítaca,Barcelona,CEB,CEB,1,18,0,0,0,18,0,0,0,18,18,0,0,0,18,18,0,0,0,0,0,1,1,0
"08043267",ESC,Centre públic Dep. i CEB,Escola Pau Casals-Gràcia,Barcelona,CEB,CEB,1,20,1,0,1,26,0,6,0,32,19,0,0,0,19,20,19,0,19,1,1,1,1,0
"08043279",ESC,Centre públic Dep. i CEB,Escola Pompeu Fabra,Barcelona,CEB,CEB,1,9,1,0,1,9,0,0,0,9,8,0,0,0,8,9,8,0,8,1,1,1,1,0
"08043292",ESC,Centre públic Dep. i CEB,Escola Tabor,Barcelona,CEB,CEB,1,19,0,0,0,19,0,0,0,19,19,0,0,0,19,19,15,0,15,0,0,1,1,0
"08043310",ESC,Centre públic Dep. i CEB,Escola Edumar,Castelldefels,BLL,BLL,1,18,1,0,1,15,3,0,0,18,15,2,0,0,17,18,5,3,8,1,1,1,1,0
"08043334",ESC,Centre públic Dep. i CEB,Escola Alexandre Galí,Cornellà de Llobregat,BLL,BLL,1,9,1,0,1,7,2,0,0,9,7,1,0,0,8,9,7,1,8,1,1,1,1,0
"08043346",ESC,Centre públic Dep. i CEB,Escola Montserrat,Esparreguera,BLL,BLL,1,9,0,0,0,9,0,0,0,9,9,0,0,0,9,9,9,0,9,0,0,1,1,0
"08043361",ESC,Centre públic Dep. i CEB,Escola El Turó,Montcada i Reixac,VOC,VOC,1,9,1,0,1,0,9,0,0,9,0,8,0,0,8,9,0,0,0,1,1,1,1,0
"08043371",ESC,Centre públic Dep. i CEB,Escola La Lió,Premià de Mar,MVO,MVO,1,9,0,0,0,4,2,2,1,9,4,2,2,1,9,9,5,0,5,0,0,1,1,0
"08043383",ESC,Centre públic Dep. i CEB,Escola Nostra Llar,Sabadell,VOC,VOC,1,19,2,0,2,18,1,0,0,19,17,0,0,0,17,19,17,0,17,2,2,1,1,0
"08043395",INS,Centre públic Dep. i CEB,Institut Alexandre de Riquer,Calaf,CCE,CCE,1,14,0,1,1,11,0,0,0,11,11,0,0,0,11,11,11,0,11,1,1,1,1,0
"08043401",ESC,Centre públic Dep. i CEB,Escola Barrufet,Sant Boi de Llobregat,BLL,BLL,1,13,1,0,1,14,0,0,0,14,12,0,0,0,12,13,0,0,0,1,1,1,1,0
"08043437",ESC,Centre públic Dep. i CEB,Escola Font de l'Alba,Terrassa,VOC,VOC,1,11,1,0,1,9,2,0,0,11,9,1,0,0,10,11,9,1,10,1,1,1,1,0
"08043462",INS,Centre públic Dep. i CEB,Institut Ernest Lluch,Barcelona,CEB,CEB,1,27,0,0,0,12,12,0,0,24,12,12,0,0,24,24,12,12,24,0,0,1,1,0
"08043474",ESC,Centre públic Dep. i CEB,Escola L'Estel,Barcelona,CEB,CEB,1,11,1,0,1,9,1,0,0,10,9,1,0,0,10,11,9,1,10,1,1,1,1,0
"08043486",INS,Centre públic Dep. i CEB,Institut Manolo Hugué,Caldes de Montbui,MVO,MVO,1,24,2,2,4,27,2,0,0,29,22,0,0,0,22,24,0,2,2,2,2,1,1,0
"08043504",INS,Centre públic Dep. i CEB,Institut Pere Calders,Cerdanyola del Vallès,VOC,VOC,1,20,0,0,0,2,3,18,0,23,2,3,15,0,20,20,0,0,0,0,0,1,1,0
"08043516",INS,Centre públic Dep. i CEB,Institut Santa Eulàlia,Terrassa,VOC,VOC,1,34,2,0,2,12,12,3,0,27,12,12,3,0,27,29,0,0,0,2,2,1,1,0
"08043589",INS,Centre públic Dep. i CEB,Institut Salvador Dalí,El Prat de Llobregat,BLL,BLL,1,28,0,0,0,21,1,0,0,22,21,1,0,0,22,22,0,0,0,0,0,1,1,0
"08043644",INS,Centre públic Dep. i CEB,Institut Carles Vallbona,Granollers,MVO,MVO,1,33,3,0,3,20,6,0,0,26,20,6,0,0,26,29,0,0,0,3,3,1,1,0
"08043656",INS,Centre públic Dep. i CEB,Institut Marina,La Llagosta,MVO,MVO,1,31,4,0,4,11,20,0,0,31,11,16,0,0,27,31,0,0,0,4,4,1,1,0
