id,nom,municipi,sstt,ssttNou,idResposta,dataResposta,pDepartament,pAltres,pTotal,e75paret,e75rodes,e65paret,e65rodes,eTotal,srFixes,srRodes,srTotal,retirada,armaris
"25001311",Institut Antoni Torroja,Cervera,LLE,LLE,4229643,31/03/2022,1,0,1,6,0,0,0,6,6,0,6,6,0
"25001321",Escola Mossèn Josep Arques,Cervera,LLE,LLE,4227418,30/03/2022,1,0,1,12,0,0,2,14,4,0,4,12,4
"25001333",Escola El Cérvol - ZER Riu Set,Cervià de les Garrigues,LLE,LLE,4218417,25/03/2022,0,1,1,1,2,0,1,4,1,0,1,0,0
"25001357",Escola de Ciutadilla - ZER Guicivervi,Ciutadilla,LLE,LLE,4224864,29/03/2022,1,1,2,0,0,0,0,0,0,0,0,0,0
"25001400",Escola Sant Climent - ZER Narieda,Coll de Nargó,LLE,APA,4222246,28/03/2022,0,0,0,0,3,0,0,3,0,3,3,0,1
"25001424",Escola Sol Ixent,Corbins,LLE,LLE,4223325,28/03/2022,1,2,3,8,1,0,0,9,8,1,9,7,2
"25001436",Escola Sol Naixent - ZER El Romaní,Cubells,LLE,LLE,4212690,22/03/2022,1,0,1,0,0,1,0,1,0,0,0,1,1
"25001473",Escola Porcel de Cervera - ZER Pedrera,L'Espluga Calba,LLE,LLE,4214783,23/03/2022,1,1,2,1,0,0,0,1,1,0,1,0,1
"25001539",Escola La Closa,Esterri d'Àneu,LLE,APA,4229002,31/03/2022,1,0,1,4,4,0,0,8,4,4,8,5,2
"25001606",Escola Minyons d'Urgell,Fondarella,LLE,LLE,4219019,25/03/2022,1,0,1,6,0,0,3,9,2,3,5,0,2
"25001618",Escola Guillem Isarn,La Fuliola,LLE,LLE,4216576,24/03/2022,0,0,0,5,4,0,0,9,5,4,9,3,2
"25001692",Escola Francesc Arenes,Golmés,LLE,LLE,4214330,23/03/2022,0,0,0,12,1,0,0,13,6,0,6,10,2
"25001709",Escola Santa Margarida - ZER Alt Berguedà,Gósol,CCE,CCE,4212497,22/03/2022,0,0,0,0,0,0,0,0,0,0,0,0,0
"25001710",Escola de la Granadella - ZER Elaia,La Granadella,LLE,LLE,4225793,29/03/2022,0,0,0,5,1,0,0,6,5,1,6,4,1
"25001722",Escola Sant Jaume - ZER L'Oliver,La Granja d'Escarp,LLE,LLE,4216040,24/03/2022,1,0,1,0,0,5,0,5,0,0,0,2,1
"25001758",Escola de Guimerà - ZER Guicivervi,Guimerà,LLE,LLE,4232245,02/04/2022,0,1,1,0,0,0,1,1,0,1,1,0,1
"25001761",Escola Ramon Faus i Esteve,Guissona,LLE,LLE,4223251,28/03/2022,1,4,5,0,4,14,0,18,14,4,18,14,4
"25001795",Escola Sant Sebastià - ZER Serra Llarga,Ivars de Noguera,LLE,LLE,4229813,31/03/2022,0,1,1,2,0,0,0,2,0,0,0,1,1
"25001801",Escola Mare de Déu de l'Horta,Ivars d'Urgell,LLE,LLE,4229759,31/03/2022,1,1,2,6,0,2,0,8,10,0,10,4,2
"25001886",Escola Aeso - ZER Pallars Jussà,Isona (Isona i Conca Dellà),LLE,APA,4223205,28/03/2022,0,0,0,4,0,0,0,4,0,0,0,2,1
"25001916",Escola L'Espígol - ZER Garrigues Altes,Juncosa,LLE,LLE,4213018,23/03/2022,0,0,0,3,0,0,0,3,3,0,3,0,1
"25001928",Escola Manuel Ortiz i Castelló,Juneda,LLE,LLE,4224628,29/03/2022,0,0,0,10,12,0,0,22,12,10,22,0,6
"25001953",Escola Enric Farreny,Lleida,LLE,LLE,4225867,29/03/2022,1,0,1,8,1,0,0,9,3,1,4,3,2
"25001990",Escola Antoni Bergós - ZER L'Horta de Lleida,Butsènit (Lleida),LLE,LLE,4225495,29/03/2022,0,0,0,0,0,2,0,2,2,0,2,0,1
"25002003",Escola Santa Maria de Gardeny,Lleida,LLE,LLE,4227365,30/03/2022,3,0,3,12,3,0,0,15,12,3,15,12,3
"25002064",Escola Camps Elisis,Lleida,LLE,LLE,4230265,31/03/2022,2,0,2,10,1,0,0,11,0,0,0,10,1
"25002076",Escola La Seu Vella,Lleida,LLE,LLE,4215943,24/03/2022,3,7,10,2,0,2,2,6,0,0,0,4,1
"25002088",Escola Riu Segre,Lleida,LLE,LLE,4234246,04/04/2022,1,0,1,28,0,0,0,28,0,0,0,23,4
"25002091",Escola Magí Morera i Galícia,Lleida,LLE,LLE,4212837,23/03/2022,7,3,10,3,0,2,0,5,0,0,0,3,1
"25002106",Escola Pardinyes,Lleida,LLE,LLE,4222620,28/03/2022,1,0,1,9,2,0,0,11,9,0,9,9,3
"25002121",Escola Príncep de Viana,Lleida,LLE,LLE,4225642,29/03/2022,5,0,5,9,0,0,0,9,9,0,9,3,2
"25002131",Escola Creu del Batlle - ZER L'Horta de Lleida,Lleida,LLE,LLE,4214152,23/03/2022,1,0,1,1,0,0,0,1,1,0,1,1,1
"25002659",Escola Sant Josep de Calassanç,Lleida,LLE,LLE,4214174,23/03/2022,0,0,0,9,0,0,0,9,6,0,6,9,2
"25002672",Escola de Pràctiques I,Lleida,LLE,LLE,4225890,29/03/2022,0,0,0,6,3,0,0,9,0,3,3,7,2
"25002684",Institut Samuel Gili i Gaya,Lleida,LLE,LLE,4225503,29/03/2022,0,1,1,24,0,0,0,24,24,0,24,24,3
"25002696",Institut Marius Torres,Lleida,LLE,LLE,4227526,30/03/2022,1,1,2,24,5,0,0,29,0,0,0,29,0
"25002726",Institut Guindàvols,Lleida,LLE,LLE,4237839,06/04/2022,0,1,1,0,20,0,0,20,0,20,20,0,4
"25002787",Institut Joan Oró,Lleida,LLE,LLE,4231160,01/04/2022,4,0,4,18,4,0,0,22,0,0,0,0,0
"25002799",Institut Caparrella,Lleida,LLE,LLE,4231483,01/04/2022,4,2,6,18,2,15,0,35,0,0,0,0,0
"25002854",Escola El Segrià - ZER L'Horta de Lleida,Llívia (Lleida),LLE,LLE,4223472,28/03/2022,0,0,0,2,0,0,2,4,2,2,4,0,2
"25002921",Escola El Vilot - ZER Ponent,Sucs (Lleida),LLE,LLE,4228865,31/03/2022,0,0,0,3,0,2,0,5,3,0,3,2,1
"25002957",Escola Estudi Alejandro Casona,Les,LLE,APA,4218200,25/03/2022,1,0,1,4,0,0,0,4,4,0,4,0,2
"25002970",Escola El Sitjar,Linyola,LLE,LLE,4230124,31/03/2022,1,2,3,5,0,0,0,5,4,0,4,0,2
"25002982",Escola de Lladurs - ZER El Solsonès,Lladurs,CCE,CCE,4214719,23/03/2022,1,0,1,1,0,0,0,1,0,0,0,1,0
"25003019",Escola Arc d'Adà - ZER L'Oliver,Llardecans,LLE,LLE,4213594,23/03/2022,1,0,1,2,1,0,0,3,2,1,3,2,1
"25003032",Escola de Llavorsí - ZER Alt Pallars Sobirà,Llavorsí,LLE,APA,4239059,06/04/2022,2,0,2,1,0,0,1,2,0,0,0,1,1
"25003056",Escola Portella Blanca - ZER Baridà-Batllia,Lles de Cerdanya,LLE,APA,4238532,06/04/2022,0,0,0,0,1,0,0,1,0,0,0,0,0
"25003093",Escola de Llobera - ZER El Solsonès,Llobera,CCE,CCE,4212287,22/03/2022,1,0,1,0,0,1,1,2,0,1,1,0,0
"25003111",Escola de Massalcoreig - ZER L'Oliver,Massalcoreig,LLE,LLE,4214228,23/03/2022,1,0,1,1,1,0,0,2,1,1,2,3,1
"25003123",Escola Otogesa - ZER L'Oliver,Maials,LLE,LLE,4239134,06/04/2022,0,1,1,3,1,0,0,4,3,1,4,3,2
"25003135",Escola Joan Ros i Porta - ZER El Jonc,Menàrguens,LLE,LLE,4222965,28/03/2022,0,1,1,2,1,0,0,3,1,1,2,1,2
"25003147",Escola Sant Miquel,Miralcamp,LLE,LLE,4218734,25/03/2022,0,0,0,0,7,0,3,10,0,10,10,0,1
"25003202",Institut Mollerussa,Mollerussa,LLE,LLE,4230093,31/03/2022,0,0,0,2,23,0,0,25,2,23,25,0,0
"25003238",Escola de Butsènit - ZER El Sió,Butsènit (Montgai),LLE,LLE,4213754,23/03/2022,0,0,0,1,1,0,0,2,1,1,2,1,1
"25003241",Escola Colomina - ZER El Romaní,Montgai,LLE,LLE,4212486,22/03/2022,1,0,1,0,0,0,1,1,0,1,1,1,1
"25003263",Escola Pere Sarret - ZER Baridà-Batllia,Martinet (Montellà i Martinet),LLE,APA,4236616,05/04/2022,0,0,0,0,0,0,0,0,0,0,0,0,1
"25003275",Escola Ridolaina,Montellà (Montellà i Martinet),LLE,APA,4224634,29/03/2022,0,0,0,1,0,3,0,4,4,0,4,3,2
"25003299",Escola Rosa Campà,Montferrer (Montferrer i Castellbò),LLE,APA,4225066,29/03/2022,1,0,1,5,0,0,0,5,5,0,5,5,1
"25003305",Escola Sant Isidre - ZER La Coma,Montoliu de Lleida,LLE,LLE,4228396,30/03/2022,0,0,0,3,0,0,0,3,3,0,3,3,1
"25003330",Escola Aiguadora - ZER El Solsonès,Navès,CCE,CCE,4214726,23/03/2022,1,0,1,0,0,0,2,2,0,0,0,0,1
"25003469",Escola Miret i Sans - ZER Narieda,Organyà,LLE,APA,4214236,23/03/2022,0,0,0,5,0,0,0,5,5,0,5,5,3
"25003470",Escola L'Espígol - ZER Montsec,Gerb (Os de Balaguer),LLE,LLE,4216541,24/03/2022,0,0,0,0,0,3,0,3,3,0,3,0,1
"25003482",Escola Leandre Cristòfol - ZER Montsec,Os de Balaguer,LLE,LLE,4222711,28/03/2022,0,1,1,0,0,0,1,1,0,1,1,0,1
"25003494",Escola Arnau Berenguer,El Palau d'Anglesola,LLE,LLE,4229148,31/03/2022,0,0,0,10,7,0,0,17,10,7,17,0,4
"25003500",Escola de les Pallargues - ZER La Segarra,Els Plans de Sió,LLE,LLE,4228107,30/03/2022,0,0,0,0,0,4,0,4,1,0,1,0,1
"25003536",Escola de la Coma - ZER El Solsonès,La Coma i la Pedra,CCE,CCE,4230260,31/03/2022,0,0,0,0,0,0,0,0,0,0,0,0,0
"25003551",Escola Ramon Gombal - ZER Espernallac,Penelles,LLE,LLE,4211863,22/03/2022,0,2,2,1,0,0,0,1,0,0,0,1,1
"25003585",Escola Sant Miquel - ZER Narieda,Peramola,LLE,APA,4225784,29/03/2022,0,0,0,0,0,2,0,2,2,0,2,2,1
"25003627",Escola de Sant Climenç - ZER El Solsonès,Sant Climenç (Pinell de Solsonès),CCE,CCE,4216613,24/03/2022,1,0,1,1,0,0,0,1,0,0,0,0,0
"25003652",Escola El Roser - ZER Plaurcén,El Poal,LLE,LLE,4224742,29/03/2022,1,1,2,1,1,0,0,2,1,1,2,0,1
"25003676",Escola Els Set Focs - ZER Elaia,Bellaguarda,LLE,LLE,4215227,23/03/2022,0,0,0,1,0,0,1,2,1,1,2,1,1
"25003688",Escola Els Raiers,La Pobla de Segur,LLE,APA,4238718,06/04/2022,2,1,3,0,0,18,0,18,0,0,0,1,2
"25003718",Escola de Ponts,Ponts,LLE,LLE,4238360,06/04/2022,1,2,3,12,0,0,0,12,0,0,0,10,3
"25003755",Escola Ribagorçana,El Pont de Suert,LLE,APA,4214522,23/03/2022,1,0,1,7,2,0,0,9,7,2,9,5,3
"25003792",Escola Blanca de Villalonga - ZER Alt Segrià,La Portella,LLE,LLE,4230657,31/03/2022,1,0,1,1,0,0,0,1,1,0,1,0,1
"25003809",Escola Montalbà - ZER Riu Corb,Preixana,LLE,LLE,4227323,30/03/2022,0,0,0,3,0,0,0,3,3,0,3,0,1
"25003810",Escola de Preixens - ZER El Sió,Preixens,LLE,LLE,4212982,23/03/2022,0,1,1,0,0,0,1,1,0,0,0,1,1
"25003822",Escola de Les Ventoses - ZER El Sió,Les Ventoses (Preixens),LLE,LLE,4226097,29/03/2022,0,0,0,1,0,0,0,1,1,0,1,1,0
"25003846",Escola El Puig - ZER Baridà-Batllia,Prullans,LLE,APA,4212264,22/03/2022,0,0,0,0,0,0,1,1,0,0,0,1,1
"25003858",Escola de Puigverd d'Agramunt - ZER El Sió,Puigverd d'Agramunt,LLE,LLE,4225940,29/03/2022,0,0,0,1,0,0,0,1,1,0,1,1,0
"25003861",Escola Sant Jordi,Puigverd de Lleida,LLE,LLE,4215585,24/03/2022,1,0,1,2,2,0,0,4,2,2,4,2,1
"25003871",Escola Montsent de Pallars - ZER Alt Pallars Sobirà,Rialp,LLE,APA,4222691,28/03/2022,0,0,0,2,3,0,0,5,0,2,2,1,1
"25003895",Escola Els Minairons - ZER Alt Pallars Sobirà,Ribera de Cardós (Vall de Cardós),LLE,APA,4223458,28/03/2022,2,0,2,1,0,1,0,2,2,0,2,0,0
"25003950",Escola Arnau Mir - ZER Urgellet,El Pla de Sant Tirs (Ribera d'Urgellet),LLE,APA,4214327,23/03/2022,0,1,1,2,0,1,0,3,3,0,3,3,2
"25003974",Escola de Freixinet de Solsona - ZER El Solsonès,Riner,CCE,CCE,4215601,24/03/2022,1,0,1,1,0,0,0,1,1,0,1,0,0
"25004000",Escola La Rosella,Rosselló,LLE,LLE,4218987,25/03/2022,1,1,2,11,0,0,6,17,11,6,17,11,4
"25004024",Escola de Sanaüja - ZER La Segarra,Sanaüja,LLE,LLE,4213052,23/03/2022,0,0,0,3,0,0,0,3,0,0,0,2,1
"25004036",Escola L'Estel,Sant Guim de Freixenet,LLE,LLE,4213756,23/03/2022,0,0,0,8,7,0,0,15,8,7,15,0,2
"25004073",Escola Mare de Déu de la Mercè,Sant Ramon,LLE,LLE,4211880,22/03/2022,2,0,2,0,0,2,0,2,0,0,0,0,0
"25004085",Escola Vall Ondara - ZER La Segarra,Els Hostalets (Ribera d'Ondara),LLE,LLE,4228269,30/03/2022,0,0,0,3,0,0,0,3,3,0,3,0,1
"25004103",Escola El Tallat - ZER Riu Corb,Sant Martí de Maldà (Sant Martí de Riucorb),LLE,LLE,4217928,25/03/2022,0,0,0,1,1,0,0,2,1,1,2,1,1
"25004115",Escola La Roca - ZER L'Eral,Sarroca de Lleida,LLE,LLE,4214425,23/03/2022,0,0,0,0,1,0,0,1,0,1,1,0,0
"25004140",Escola Mossèn Albert Vives,La Seu d'Urgell,LLE,APA,4213791,23/03/2022,12,0,12,3,0,15,0,18,18,0,18,16,5
"25004188",Institut Joan Brudieu,La Seu d'Urgell,LLE,APA,4225477,29/03/2022,0,0,0,28,0,0,0,28,0,0,0,28,0
"25004218",Escola Miquel Baró Daban,Seròs,LLE,LLE,4218750,25/03/2022,2,0,2,11,0,0,0,11,0,0,0,11,2
"25004221",Escola El Timó - ZER Plaurcén,Sidamon,LLE,LLE,4216714,24/03/2022,0,0,0,0,1,2,0,3,2,0,2,0,1
"25004231",Escola del Soleràs - ZER Garrigues Altes,El Soleràs,LLE,LLE,4214030,23/03/2022,0,0,0,2,0,0,0,2,2,0,2,2,1
"25004243",Escola Setelsis,Solsona,CCE,CCE,4211959,22/03/2022,0,0,0,16,3,0,0,19,6,0,6,16,2
"25004395",Escola Jaume Miret,Soses,LLE,LLE,4237859,06/04/2022,1,0,1,7,0,0,2,9,3,1,4,0,2
"25004401",Escola El Roser - ZER La Coma,Sudanell,LLE,LLE,4213203,23/03/2022,0,1,1,4,0,0,0,4,4,0,4,4,1
"25004413",Escola de Sunyer - ZER L'Eral,Sunyer,LLE,LLE,4225630,29/03/2022,1,1,2,0,1,0,0,1,0,1,1,0,1
"25004462",Escola Jacint Verdaguer,Tàrrega,LLE,LLE,4227285,30/03/2022,1,1,2,16,3,0,0,19,16,3,19,16,7
"25004498",Institut Manuel de Pedrolo,Tàrrega,LLE,LLE,4226515,29/03/2022,1,1,2,16,0,0,0,16,16,0,16,16,17
"25004528",EA Ondara,Tàrrega,LLE,LLE,4214148,23/03/2022,0,0,0,0,5,0,0,5,0,0,0,0,0
"25004531",Escola Àngel Guimerà,Tàrrega,LLE,LLE,4227949,30/03/2022,1,0,1,18,0,4,0,22,22,0,22,0,4
"25004565",Escola Alfred Potrony,Térmens,LLE,LLE,4229258,31/03/2022,0,0,0,1,0,3,2,6,1,2,3,2,1
"25004577",Escola de Tírvia - ZER Alt Pallars Sobirà,Tírvia,LLE,APA,4228244,30/03/2022,0,0,0,0,0,0,1,1,0,1,1,1,0
"25004607",Escola Sant Gil,Torà,LLE,LLE,4227482,30/03/2022,0,1,1,7,0,5,0,12,3,0,3,8,1
"25004644",Escola Espígol - ZER Riu Ondara,Tornabous,LLE,LLE,4223497,28/03/2022,0,0,0,6,0,0,0,6,3,0,3,0,1
"25004656",Escola de Torrebesses - ZER L'Eral,Torrebesses,LLE,LLE,4216127,24/03/2022,0,0,0,2,0,0,0,2,2,0,2,0,0
"25004711",Escola la Creu,Torrefarrera,LLE,LLE,4229593,31/03/2022,1,0,1,20,0,0,0,20,20,0,20,17,6
"25004723",Escola La Bassa,Torregrossa,LLE,LLE,4221660,28/03/2022,1,7,8,3,6,0,0,9,3,6,9,0,4
"25004747",Escola Carrassumada,Torres de Segre,LLE,LLE,4225984,29/03/2022,0,2,2,7,0,0,0,7,0,0,0,7,2
"25004759",Escola El Roser - ZER Alt Segrià,Torre-serona,LLE,LLE,4215761,24/03/2022,1,0,1,0,0,0,1,1,0,1,1,0,0
"25004772",Escola Valldeflors,Tremp,LLE,APA,4212906,23/03/2022,13,0,13,0,0,7,0,7,0,0,0,17,4
"25004826",Escola de Tuixent - ZER Urgellet,Tuixén (Josa i Tuixén),LLE,APA,4212516,22/03/2022,0,0,0,0,0,1,0,1,0,0,0,1,0
"25004851",Escola Salvador Espriu,Vallfogona de Balaguer,LLE,LLE,4229202,31/03/2022,2,2,4,0,0,5,1,6,2,1,3,6,2
"25004863",Escola Jardí - ZER Guicivervi,Verdú,LLE,LLE,4238999,06/04/2022,0,0,0,4,0,0,0,4,0,4,4,3,1
"25004929",Escola Garona,Vielha (Vielha e Mijaran),LLE,APA,4231302,01/04/2022,0,0,0,18,4,0,0,22,18,4,22,21,7
"25004966",Escola Ramon Perelló - ZER Guicivervi,Vilagrassa,LLE,LLE,4226157,29/03/2022,0,0,0,3,1,0,0,4,3,1,4,4,2
"25004981",Escola Vidal i Abad - ZER Alta Ribagorça,Vilaller,LLE,APA,4239879,07/04/2022,0,1,1,3,0,0,0,3,0,0,0,2,1
"25005016",Escola Marinada,Vilanova de Bellpuig,LLE,LLE,4216106,24/03/2022,3,5,8,5,0,0,2,7,0,0,0,0,2
"25005053",Escola Mare de Déu del Puig de Meià - ZER El Romaní,Vilanova de Meià,LLE,LLE,4238100,06/04/2022,0,2,2,0,0,0,1,1,0,1,1,0,1
"25005065",Escola de Vilanova de Segrià - ZER Alt Segrià,Vilanova de Segrià,LLE,LLE,4229406,31/03/2022,0,0,0,1,0,4,0,5,5,0,5,0,1
"25005077",Escola Mossèn Ton Clavé - ZER Vent Serè,Vila-sana,LLE,LLE,4218336,25/03/2022,2,0,2,3,0,0,0,3,3,0,3,4,1
"25005090",Escola Mestral - ZER Argelaga,Vilanova de la Barca,LLE,LLE,4227563,30/03/2022,0,0,0,4,1,0,0,5,4,1,5,3,1
"25005107",Escola Sant Bonifaci - ZER Riu Set,Vinaixa,LLE,LLE,4215811,24/03/2022,1,0,1,2,0,0,0,2,2,0,2,0,0
"25005119",Escola Pinyana,Alfarràs,LLE,LLE,4217737,25/03/2022,9,1,10,0,0,0,0,0,0,0,0,0,2
"25005120",Escola Teresa Bergadà,Alguaire,LLE,LLE,MANUAL,44659,0,0,0,13,0,0,0,13,0,0,0,0,2
"25005144",Escola Àngel Serafí i Casanovas,Sort,LLE,APA,4221369,28/03/2022,0,0,0,12,2,0,0,14,7,1,8,14,4
"25005171",Escola Mestre Ignasi Peraire,Mollerussa,LLE,LLE,4227533,30/03/2022,6,0,6,11,0,0,0,11,11,0,11,11,4
"25005260",Institut Ribera del Sió,Agramunt,LLE,LLE,4215900,24/03/2022,2,0,2,5,7,0,0,12,0,0,0,5,0
"25005429",Institut Els Planells,Artesa de Segre,LLE,LLE,4239415,07/04/2022,1,0,1,0,2,0,0,2,0,0,0,0,2
"25005430",Escola Joan XXIII,Lleida,LLE,LLE,4223417,28/03/2022,1,1,2,12,0,0,0,12,6,6,12,6,4
"25005442",Institut Escola del Treball,Lleida,LLE,LLE,4227322,30/03/2022,0,10,10,7,7,1,0,15,0,0,0,5,3
"25005454",Institut Francesc Ribalta,Solsona,CCE,CCE,4229919,31/03/2022,10,1,11,20,0,0,0,20,0,0,0,6,0
"25005533",Escola Pau Claris,La Seu d'Urgell,LLE,APA,4238700,06/04/2022,2,0,2,12,0,0,2,14,12,2,14,12,2
"25005545",Escola Pompeu Fabra,Mollerussa,LLE,LLE,4222410,28/03/2022,0,0,0,19,0,0,0,19,0,0,0,0,4
"25005557",CEE Siloé,Mollerussa,LLE,LLE,4213338,23/03/2022,4,1,5,1,0,1,0,2,2,0,2,1,0
"25005582",Institut Terres de Ponent,Mollerussa,LLE,LLE,4218221,25/03/2022,1,0,1,16,1,0,0,17,0,0,0,17,0
"25005673",Escola Joan Maragall,Lleida,LLE,LLE,4211920,22/03/2022,1,0,1,0,13,0,0,13,0,13,13,0,3
"25005685",Institut La Segarra,Cervera,LLE,LLE,4228835,31/03/2022,3,18,21,12,1,2,0,15,0,0,0,13,0
"25005727",Institut Almatà,Balaguer,LLE,LLE,4231491,01/04/2022,5,0,5,26,2,0,0,28,0,0,0,3,3
"25005880",Escola Frederic Godas,Lleida,LLE,LLE,4225803,29/03/2022,2,2,4,6,0,0,0,6,0,0,0,6,2
"25005892",Escola Maldanell - ZER Riu Corb,Maldà,LLE,LLE,4217040,24/03/2022,0,1,1,1,0,0,0,1,0,0,0,0,0
"25005909",Escola Mossèn Ramon Muntanyola - ZER Riu Corb,Els Omells de Na Gaia,LLE,LLE,4238098,06/04/2022,1,0,1,0,0,0,0,0,0,0,0,0,0
"25005910",Escola Abat Ruera - ZER Pedrera,Puiggròs,LLE,LLE,4214435,23/03/2022,0,2,2,2,0,0,0,2,2,0,2,0,3
"25005983",Escola Sant Serni - ZER Baridà-Batllia,Prats i Sansor,LLE,APA,4236630,05/04/2022,1,0,1,0,0,1,0,1,1,0,1,1,1
"25006069",Escola d'Ardèvol - ZER El Solsonès,Ardèvol (Pinós),CCE,CCE,4231121,01/04/2022,1,0,1,0,0,0,1,1,0,1,1,1,1
"25006148",Institut d'Ostalaria de Les-Val d'Aran,Les,LLE,APA,4213750,23/03/2022,0,0,0,8,3,0,0,11,0,0,0,0,0
"25006227",Institut d'Almenar,Almenar,LLE,LLE,4214181,23/03/2022,1,0,1,0,0,0,10,10,0,0,0,0,0
"25006239",Institut d'Aran,Vielha (Vielha e Mijaran),LLE,APA,4231239,01/04/2022,1,0,1,4,6,0,0,10,4,6,10,0,1
"25006240",Institut El Pont de Suert,El Pont de Suert,LLE,APA,4218204,25/03/2022,0,0,0,18,0,0,0,18,0,0,0,18,0
"25006252",EOI de Lleida,Lleida,LLE,LLE,4231997,01/04/2022,0,1,1,22,0,0,0,22,0,0,0,0,1
"25006264",Escola Espiga,Lleida,LLE,LLE,4223520,28/03/2022,0,3,3,18,2,0,0,20,18,2,20,20,4
"25006276",Escola Sant Jordi,Lleida,LLE,LLE,4214285,23/03/2022,0,0,0,9,0,0,0,9,2,0,2,9,2
"25006288",Institut de Tremp,Tremp,LLE,APA,4227402,30/03/2022,1,2,3,9,11,0,0,20,9,11,20,1,0
"25006291",Institut Hug Roger III,Sort,LLE,APA,4227611,30/03/2022,2,0,2,0,12,0,2,14,0,0,0,0,0
"25006409",Escola Joc de la Bola,Lleida,LLE,LLE,4231729,01/04/2022,19,0,19,0,1,3,0,4,3,0,3,2,5
"25006410",CFA Segrià,Lleida,LLE,LLE,4231248,01/04/2022,0,3,3,1,0,3,0,4,0,0,0,4,0
"25006483",Institut Canigó,Almacelles,LLE,LLE,4227324,30/03/2022,0,0,0,18,0,0,2,20,18,2,20,4,8
"25006495",Institut Josep Lladonosa,Lleida,LLE,LLE,4212802,23/03/2022,2,0,2,15,3,0,0,18,15,3,18,15,10
"25006501",Escola Alba,Corbins,LLE,LLE,4222765,28/03/2022,0,0,0,18,0,0,0,18,18,0,18,18,4
"25006513",Institut Manuel de Montsuar,Lleida,LLE,LLE,4222503,28/03/2022,3,0,3,19,0,0,0,19,19,0,19,0,11
"25006525",Institut Josep Vallverdú,Les Borges Blanques,LLE,LLE,4215406,24/03/2022,1,0,1,25,0,0,0,25,25,0,25,25,7
"25006549",Escola d'Espluga de Serra - ZER Alta Ribagorça,Espluga de Serra (Tremp),LLE,APA,4215772,24/03/2022,0,0,0,1,0,0,0,1,1,0,1,3,0
"25006574",Institut de Ponts,Ponts,LLE,LLE,4229081,31/03/2022,0,0,0,8,0,0,0,8,8,0,8,5,0
"25006598",Institut Lo Pla d'Urgell,Bellpuig,LLE,LLE,4227240,30/03/2022,3,0,3,17,0,0,0,17,17,0,17,15,0
"25006720",Institut d'Hoteleria i Turisme,Lleida,LLE,LLE,4229166,31/03/2022,0,0,0,3,1,3,0,7,6,1,7,6,1
"25006732",Institut Torrevicens,Lleida,LLE,LLE,4229910,31/03/2022,2,2,4,30,6,2,3,41,0,0,0,3,4
"25006744",CEE Esperança,Lleida,LLE,LLE,4222612,28/03/2022,6,0,6,1,4,0,0,5,1,4,5,1,0
"25006771",Institut Ronda,Lleida,LLE,LLE,4224975,29/03/2022,0,3,3,22,2,0,0,24,22,2,24,22,2
"25006781",Institut Alfons Costafreda,Tàrrega,LLE,LLE,4231991,01/04/2022,2,2,4,14,6,6,0,26,0,3,3,24,6
"25007025",Institut Morelló,Esterri d'Àneu,LLE,APA,4221701,28/03/2022,0,0,0,3,1,0,0,4,0,1,1,3,4
"25007153",Institut d'Alcarràs,Alcarràs,LLE,LLE,4215842,24/03/2022,3,0,3,13,6,0,0,19,0,6,6,22,22
"25007189",Institut Maria Rúbies,Lleida,LLE,LLE,4226776,30/03/2022,0,0,0,22,0,0,0,22,0,0,0,22,0
"25007499",Institut l'Olivera,La Granadella,LLE,LLE,4224791,29/03/2022,0,0,0,5,0,0,0,5,0,0,0,0,0
"25007505",Institut de Guissona,Guissona,LLE,LLE,4224425,29/03/2022,0,0,0,6,2,0,0,8,0,2,2,5,5
"25007517",Institut La Serra,Mollerussa,LLE,LLE,4231537,01/04/2022,0,0,0,14,2,0,0,16,0,0,0,8,0
"25007529",Institut Seròs,Seròs,LLE,LLE,4233823,04/04/2022,2,0,2,0,0,0,0,0,0,0,0,0,2
"25007611",CFA Victorina Vila,Lleida,LLE,LLE,4217415,25/03/2022,0,0,0,4,0,3,0,7,0,0,0,4,0
"25007700",Institut Ermengol IV,Bellcaire d'Urgell,LLE,LLE,4215328,24/03/2022,1,0,1,12,0,0,0,12,0,0,0,12,2
"25007992",Escola d'Almenar,Almenar,LLE,LLE,4238122,06/04/2022,7,0,7,0,0,10,0,10,0,0,0,0,0
"25008212",Escola Pràctiques II,Lleida,LLE,LLE,4223463,28/03/2022,1,20,21,6,0,3,0,9,9,0,9,5,2
"25008352",Institut de La Pobla de Segur,La Pobla de Segur,LLE,APA,4226354,29/03/2022,1,0,1,10,0,0,0,10,0,0,0,4,1
"25008534",Escola de La Vall de Boí - ZER Alta Ribagorça,Barruera (La Vall de Boí),LLE,APA,4239322,07/04/2022,0,0,0,6,1,0,0,7,6,2,8,6,1
"25008546",EOI de Tàrrega,Tàrrega,LLE,LLE,4230997,01/04/2022,0,0,0,0,7,0,0,7,0,0,0,0,1
"25008558",EOI de La Seu d'Urgell,La Seu d'Urgell,LLE,APA,4213840,23/03/2022,0,0,0,0,7,0,0,7,0,7,7,0,0
"25008561",CFA Balaguer,Balaguer,LLE,LLE,4214578,23/03/2022,0,1,1,0,3,0,0,3,0,3,3,0,1
"25008571",CFA Joan Comorera,Cervera,LLE,LLE,4223588,28/03/2022,0,0,0,4,0,0,0,4,0,0,0,4,0
